57,69,17
58,56,13
59,48,11
60,48,11
61,55,13
62,49,12
63,48,11
64,64,15
65,64,15
66,64,15
67,65,16
68,68,16
69,70,17
70,76,18
71,54,13
72,53,13
73,252,62
74,252,62
75,368,91
76,370,92
77,368,91
78,418,104
79,376,93
80,377,93
81,376,93
82,301,75
83,304,75
84,301,75
85,68,16
86,92,22
87,87,21
88,84,20
89,353,87
90,352,87
91,357,88
92,392,97
93,391,97
94,398,99
95,423,105
96,398,99
97,398,99
98,413,102
99,396,98
100,395,98
101,138,34
102,141,35
103,253,63
104,220,54
105,220,54
106,388,96
107,387,96
108,407,101
109,396,98
110,387,96
111,392,97
